,Equal Accuracy,Equal False Discovery,Equal False Negative,Equal Demographic Parity
0,0.1000873942514448,0.010876785756746925,0.8448408652472054,0.0441949547446031
1,0.6389636636568133,0.02199969857520257,0.0643879429430376,0.2746486948249465
2,0.14213084431123116,0.003806211700125177,0.028529008679953376,0.8255339353086903
3,0.5138493041727413,0.03159364382145964,0.3237830011357866,0.13077405087001234
4,0.22194149783763545,0.02220716082443724,0.5892705960940995,0.16658074524382785
5,0.37188476103733037,0.011362482535863982,0.39545191645785066,0.22130083996895505
6,0.2416518696400553,0.06767248555590602,0.1817461693501471,0.5089294754538916
7,0.4850142123270618,0.038765576399750104,0.3365299823012283,0.13969022897195976
8,0.6929390149714507,0.07208072429292378,0.12420359308558282,0.11077666765004286
9,0.4494932077598223,0.16987631327214653,0.24300459166411745,0.13762588730391373
10,0.4089390947702536,0.3067340276496066,0.21826642821230333,0.06606044936783664
11,0.6486369362182391,0.08117123166152551,0.16877259001778902,0.10141924210244628
12,0.2718767988084131,0.568582053602246,0.14663346404009253,0.012907683549248556
13,0.11376121091359154,0.006006456305442346,0.7627277189079742,0.11750461387299184
14,0.34176958241032707,0.1526509240586038,0.27273208652009356,0.23284740701097553
15,0.46238976583455305,0.09245973971918513,0.2454732231064882,0.19967727133977362
16,0.201615419056959,0.09063466012413247,0.636493783104072,0.07125613771483656
17,0.17452977383821233,0.7685328285472208,0.030972295077736245,0.025965102536830553
18,0.5599789630281707,0.037809483286926196,0.08213497127775372,0.3200765824071494
19,0.5098344290688096,0.06653492726997855,0.33073142576045667,0.09289921790075505
20,0.5235789891173999,0.08331867289436536,0.24790148234906328,0.1452008556391715
21,0.23008871227974287,0.07782935828412921,0.6468945469957299,0.045187382440397994
22,0.5230815019995915,0.05654622132244624,0.19824311238989822,0.22212916428806417
23,0.17439068606904837,0.06553917453812363,0.6711902740109564,0.08887986538187159
24,0.4169003226420351,0.002778154652523536,0.14600434380319496,0.43431717890224636
25,0.8076338495082593,0.02257226833048326,0.05416002214411526,0.11563386001714211
26,0.3260699970800346,0.11813281409478932,0.28997340323521553,0.2658237855899605
27,0.42331628590985665,0.02895034779157856,0.276759582553816,0.27097378374474884
28,0.7302672626754277,0.0896829923648986,0.12037261731477093,0.0596771276449027
29,0.0692421742222887,0.9065922291351142,0.0122940904948773,0.011871506147719752
30,0.24822599323257538,0.5957479777019696,0.11189693096809805,0.04412909809735684
31,0.4806952581331975,0.009643929605564967,0.10451154516829653,0.40514926709294097
32,0.447421122492037,0.06268223080895048,0.33078895013895254,0.15910769656006002
33,0.45341115814554256,0.06704912162512587,0.10066346312326487,0.3788762571060667
34,0.09416346935730452,0.006183103359918551,0.8752606732259977,0.024392754056779258
35,0.2602075136804081,0.010880503738386478,0.0715746763904989,0.6573373061907064
36,0.648564078821917,0.0651940892780893,0.15130212669875417,0.13493970520123955
37,0.8264860066468079,0.054258934570224564,0.08245383214960296,0.036801226633364506
38,0.6227191676109995,0.030145140651019198,0.11864224133172385,0.22849345040625754
39,0.6153560145494531,0.09678711535799116,0.1285797139189309,0.15927715617362484
40,0.5832857531090779,0.09302490566083477,0.2639795053542651,0.05970983587582233
41,0.8333916685670845,0.021931307816985563,0.0755240648564721,0.06915295875945787
42,0.8951149678308818,0.07899918821815999,0.01562108736240433,0.010264756588553707
43,0.16995543126509918,0.017123943491022975,0.058941775523342066,0.7539788497205357
44,0.252478175998573,0.06851682297231551,0.43809814505427336,0.24090685597483813
45,0.33545996479465917,0.10800381491870789,0.45273113011799193,0.10380509016864092
46,0.27003377835674175,0.039190532222841426,0.3989014158528138,0.291874273567603
47,0.3879396579655991,0.45580936199648125,0.05715382760085953,0.09909715243706003
48,0.05222753856798823,0.02072284747885375,0.8559629941097656,0.07108661984339222
49,0.3973920341784123,0.014203795300657025,0.06345440031952417,0.5249497702014065
50,0.18799959870407607,0.00583919362042416,0.046139350742902145,0.7600218569325976
51,0.3877998298877676,0.12803652294925827,0.37857722405292976,0.10558642311004432
52,0.725468163828911,0.08783167568809143,0.06542486223987738,0.12127529824312026
53,0.7123863822345858,0.084892018134688,0.09665037480926762,0.10607122482145859
54,0.044404231858394615,0.011434107499369286,0.9165953179213927,0.02756634272084328
55,0.3538437308447066,0.03926744357594989,0.2942168207196565,0.3126720048596869
56,0.4800760796938465,0.07936280817031786,0.23027622987161434,0.2102848822642212
57,0.5737733741879312,0.07051366886676007,0.24727125452709758,0.10844170241821117
58,0.28862869062537955,0.030357887186124116,0.3563470020088892,0.3246664201796072
59,0.44385584707300746,0.08928138647875272,0.3718833714767556,0.0949793949714842
60,0.14671561268473118,0.0027666941553743988,0.273219297646473,0.5772983955134214
61,0.14598680555020316,0.017730292606374765,0.13865864247041557,0.6976242593730064
62,0.9345411094867174,0.015611839774320548,0.02303346291818615,0.026813587820775843
63,0.7876551148872417,0.08255390840222544,0.0394304941208838,0.0903604825896491
64,0.6326908836026313,0.018140554764558905,0.11551887735895064,0.23364968427385932
65,0.5892479224926516,0.18050236341040113,0.11409810429030454,0.11615160980664277
66,0.30714400284401594,0.061311511064086784,0.5877620853862927,0.04378240070560463
67,0.18458518438345045,0.05552218347826507,0.7095746608055298,0.05031797133275474
68,0.5995230310789146,0.13993506522377233,0.11161534855709812,0.14892655514021494
69,0.4202553742811625,0.03611368401555428,0.44278937534624746,0.10084156635703583
70,0.6548074277233421,0.09472479096713242,0.10490657322281305,0.14556120808671238
71,0.6361789310171867,0.13504449686324177,0.11975564522972898,0.10902092688984251
72,0.47707673422145436,0.06117763020776777,0.31476754488368686,0.14697809068709106
73,0.6077415596471142,0.3047667962139436,0.03889371444039118,0.04859792969855097
74,0.46859459544510396,0.26371520534355336,0.09946240779607188,0.16822779141527083
75,0.2690387671650224,0.014088838990403536,0.09389536945487643,0.6229770243896976
76,0.46039853650226753,0.40156040255698855,0.03712634966690978,0.10091471127383428
77,0.8346340658927447,0.029371168353821864,0.05556707997713612,0.08042768577629733
78,0.6710808120108029,0.1898754765989989,0.08234232160729645,0.05670138978290169
79,0.2726500351846054,0.004118313633719419,0.15431497269299874,0.5689166784886763
80,0.5932281524436911,0.051897889467884296,0.10338098029020373,0.2514929777982208
81,0.5648948929431344,0.020743401189111912,0.05046352860877845,0.3638981772589751
82,0.23037313368205098,0.01416050747523709,0.1622096830396155,0.5932566758030965
83,0.6921535039883897,0.07914178325173896,0.08557145472184463,0.14313325803802668
84,0.13326492436270537,0.004651066416898914,0.43491188704836437,0.42717212217203143
85,0.8315745818989957,0.03153075753194665,0.047637684919354724,0.08925697564970297
86,0.24609726419917322,0.018250309269587494,0.5722902914254406,0.1633621351057987
87,0.4278569622986609,0.022164067776035048,0.10071265856989425,0.4492663113554098
88,0.423958991936449,0.012328044158059713,0.18560480522753228,0.3781081586779589
89,0.7623251969015029,0.03894743846662284,0.11006515548569924,0.08866220914617516
90,0.4213297274043745,0.12133191221464983,0.3962869021051054,0.061051458275870205
91,0.8309851543903121,0.05660213803480607,0.0465940152456732,0.06581869232920869
92,0.6194074296912965,0.028057000278047355,0.05290266305113393,0.2996329069795222
93,0.6257931729345453,0.12309586685764093,0.15131694249938665,0.09979401770842702
94,0.6031370165076362,0.137924843443917,0.16259763995845578,0.09634050008999091
95,0.5727539788405628,0.16519114212067318,0.1848523152624374,0.07720256377632669
96,0.07519707740014381,0.001745611838339314,0.128988279492682,0.794069031268835
97,0.18575933287622487,0.019014344061474443,0.7532807012564108,0.0419456218058899
98,0.2121393640399645,0.014996605716358205,0.6472891887065397,0.12557484153713758
99,0.5056212752776451,0.05922491568419655,0.3164575170263354,0.11869629201182308
100,0.669903586391316,0.11386413176928305,0.13382960324692564,0.08240267859247519
101,0.4318692000310831,0.027097757918494184,0.08923127584983674,0.451801766200586
102,0.5645987710430406,0.08850213613221061,0.18340264687646188,0.16349644594828702
103,0.35131188968907334,0.5196189236281283,0.03319111019762872,0.09587807648516948
104,0.5799031965413415,0.3094088244242899,0.035667957375333625,0.07502002165903494
105,0.455095171935983,0.08190180324558623,0.3309236263633861,0.1320793984550447
106,0.23962814703598656,0.08555314789826453,0.5753739562697624,0.09944474879598661
107,0.558398104991677,0.12084046793612235,0.20316942753427125,0.1175919995379294
108,0.5581555849936823,0.11492786897471255,0.2862827983738482,0.04063374765775703
109,0.8405408330142273,0.01592260099111302,0.06682935660583017,0.07670720938882944
110,0.009295045969333057,0.9878969471970892,0.0010440543600611747,0.0017639524735164607
111,0.7185136596665249,0.08848503345896373,0.13402719729035228,0.0589741095841592
112,0.5574829371366361,0.03595112483610315,0.06863828906737383,0.33792764895988703
113,0.1629576885950776,0.005210914284565758,0.11712969763863741,0.7147016994817192
114,0.6971927706324575,0.14728534324028947,0.07348860800126843,0.08203327812598454
115,0.4625739402761632,0.2803740541358918,0.18457165037254106,0.07248035521540383
116,0.38739091941469506,0.0714372737181675,0.4357867937987397,0.10538501306839773
117,0.28869488770386126,0.018088839292999544,0.4643090324851323,0.22890724051800684
118,0.09431005149574634,0.0043970779914593175,0.15394967252752942,0.7473431979852648
119,0.18822550320969975,0.00811362453684767,0.16254819704655793,0.6411126752068946
120,0.3034456300125621,0.10475838224225581,0.4849014513234558,0.1068945364217263
121,0.5292417663538908,0.04884763472347499,0.332042480861328,0.08986811806130623
122,0.7022932092289937,0.011812115336685162,0.10970650056652623,0.17618817486779484
123,0.7714385621560294,0.053656018909754674,0.08093089299711018,0.09397452593710572
124,0.3690300037636375,0.5735526942374835,0.02900090634186952,0.02841639565700956
125,0.24271857017167983,0.028078633733968874,0.6977599313297894,0.03144286476456192
126,0.17447162540452402,0.005712482398180357,0.0527192867643756,0.76709660543292
127,0.5486995083438465,0.08038401543244757,0.26959270074866026,0.10132377547504555
128,0.5294561303218435,0.03137551350156521,0.1256400706436593,0.31352828553293205
129,0.3294275236831186,0.04256087077645246,0.48577963465631063,0.14223197088411815
130,0.41667968670628147,0.06395845366774255,0.4581877024352076,0.06117415719076846
131,0.7547985936710735,0.07254202335758053,0.09085510622359633,0.0818042767477497
132,0.41933938080383176,0.05743910996737363,0.2282209887573991,0.2950005204713955
133,0.635389088128196,0.23236084225252654,0.06301453217618172,0.0692355374430958
134,0.3531580246548071,0.013721832917950314,0.3592571615829745,0.2738629808442681
135,0.8143746772780439,0.02808589088226806,0.07876840534057956,0.07877102649910844
136,0.05966401814385793,0.9203233853235266,0.004619293569068848,0.01539330296354667
137,0.6503916343782261,0.07939456651598352,0.19555106655828877,0.07466273254750165
138,0.13951809363757162,0.041780067155389705,0.7357954482594199,0.08290639094761884
139,0.5971760455607272,0.1543565500806717,0.17770901240834544,0.07075839195025575
140,0.8148426679694108,0.059733819646147907,0.06661814590813511,0.058805366476306214
141,0.45373195084099377,0.03255868327248084,0.15000396958729534,0.3637053962992301
142,0.49169690173283565,0.01652186397021052,0.20277897084515464,0.2890022634517991
143,0.15346449414256444,0.009507264239586513,0.6213538893662984,0.21567435225155068
144,0.5647087863479905,0.0921284120447478,0.2637624913777537,0.07940031022950805
145,0.5715212281450893,0.16374137469457176,0.14696847681312447,0.11776892034721437
146,0.5899667733293749,0.08045453126129869,0.24017034056434225,0.08940835484498416
147,0.231262716519686,0.041610205657480935,0.42370158485825465,0.30342549296457844
148,0.03372749895395771,0.007184682631800528,0.9344221462307455,0.024665672183496256
149,0.6341460204612982,0.04942166238871645,0.10264151557709938,0.21379080157288607
150,0.565868364717103,0.24127365200131773,0.10913247850223143,0.0837255047793478
151,0.5318498090301739,0.04425087158949211,0.32865638094229677,0.09524293843803731
152,0.18296215722305847,0.02688322568411517,0.6956306647843337,0.09452395230849281
153,0.6266687098682514,0.07450026689298442,0.0649420587235212,0.23388896451524294
154,0.21977292578646448,0.0257667946850903,0.7017808398016836,0.05267943972676156
155,0.5511166030635491,0.24165267884478972,0.12018289893945303,0.08704781915220793
156,0.2640322452424396,0.679455823250358,0.037304450670617544,0.019207480836584793
157,0.38032736287971763,0.018902224072533908,0.454708160549719,0.14606225249802943
158,0.4083948116296713,0.01406176206348732,0.2206587065190143,0.35688471978782715
159,0.11804682205055333,0.006890370494982249,0.8243598769974381,0.05070293045702641
160,0.4700020408421615,0.27588726912621553,0.171882509056427,0.08222818097519607
161,0.45508315028587637,0.06713699514270982,0.3233341121649211,0.15444574240649275
162,0.434600379686567,0.022380164823439526,0.36688799139658695,0.1761314640934065
163,0.7813401144458055,0.03451704150235684,0.13105071920582037,0.05309212484601713
164,0.26830446275604064,0.6117252659020184,0.06970069088683213,0.05026958045510891
165,0.6330183070006024,0.15856765161234765,0.13630368299700335,0.07211035839004672
166,0.7380963379327601,0.0446949717984226,0.05436724167569348,0.1628414485931238
167,0.40803750994414845,0.06541805989828313,0.14006503048651467,0.3864793996710538
168,0.2085442339449012,0.011635392022673604,0.5972773653478513,0.1825430086845739
169,0.051234559674947826,0.9295969190203376,0.006504398651300094,0.012664122653414524
170,0.3882823914768561,0.03462051195104632,0.45782651529249674,0.11927058127960087
171,0.49421054178832735,0.04733923352158123,0.15427968185979035,0.3041705428303011
172,0.387685594090798,0.021068605589947862,0.4227064219594753,0.16853937835977884
173,0.34078170190647084,0.06489547934683884,0.5333346162632202,0.06098820248347009
174,0.1953566998119147,0.003658901791192894,0.09835962264389546,0.7026247757529969
175,0.6634572124037934,0.06492774608398805,0.12597847679683574,0.14563656471538264
176,0.3986215996195023,0.04265852058154716,0.060756592118123065,0.4979632876808275
177,0.4090815704903178,0.03666005608978881,0.3448635189321673,0.20939485448772605
178,0.5194542090526466,0.030756581125078817,0.05402929025722005,0.3957599195650545
179,0.47603347373917193,0.03638933609469824,0.13868583446259705,0.3488913557035328
180,0.6057892880691328,0.07897770252592458,0.0934189277696862,0.22181408163525645
181,0.6043782318859634,0.034938325833873095,0.1049467276183478,0.25573671466181574
182,0.15668982423161754,0.794537841084755,0.03316053848078275,0.01561179620284479
183,0.7480634110220196,0.10315972140433252,0.09124983743418365,0.05752703013946438
184,0.01579509023031276,0.9786431547742729,0.0023515700259526774,0.003210184969461657
185,0.0717583335211408,0.9043519019817237,0.02006303305302072,0.0038267314441145566
186,0.8413037051859166,0.023650995487490716,0.07695729771810077,0.058088001608491945
187,0.5047291953017123,0.0243377810073985,0.29620493043900054,0.17472809325188854
188,0.35883787725781524,0.042336668478129766,0.36433928351155187,0.23448617075250308
189,0.4972487970105433,0.3811156464005671,0.045721424519340206,0.07591413206954944
190,0.05136410221192608,0.9325182460652829,0.0051158230488050176,0.011001828673985949
191,0.47178066551206427,0.07268718507389811,0.24543003866437288,0.21010211074966492
192,0.6987803777461474,0.06481924698111366,0.08476499462367375,0.1516353806490651
193,0.6521025899857288,0.12147752116115056,0.12422141950963815,0.10219846934348241
194,0.2939364503218343,0.03259454791348885,0.6251053197649793,0.048363681999697594
195,0.6470027915347937,0.040088237289886405,0.15241876061063322,0.16049021056468685
196,0.11513954204031564,0.0014393128725693843,0.0336041393042418,0.8498170057828732
197,0.6846251985884654,0.07664391767864612,0.16695134383899674,0.07177953989389173
198,0.4955679715328572,0.08260605885046308,0.15478801100959225,0.2670379586070874
199,0.2704569025752376,0.6807877231095841,0.0296938372429657,0.019061537072212524
200,0.3356539539395568,0.4897740685457552,0.08578850331474903,0.08878347419993873
201,0.1614978107611015,0.005874484886906179,0.40401004495006254,0.42861765940192975
202,0.7935365674060926,0.061071785215303466,0.10633667569485764,0.03905497168374646
203,0.28510224200663886,0.020545571675343575,0.1325435330329547,0.5618086532850629
204,0.12608211688569643,0.8318431577887327,0.018455725421891594,0.023618999903679234
205,0.5565377783290402,0.06470492736974634,0.1589956194624799,0.21976167483873363
206,0.8617250388395982,0.026319190901385313,0.011647671354548588,0.10030809890446776
207,0.18534577483656925,0.01160140142785086,0.1286046714512358,0.6744481522843442
208,0.33287384708891254,0.0575763309399041,0.5127908287433832,0.09675899322780007
209,0.5252166996799338,0.03172274269435249,0.24154525868318366,0.20151529894253004
210,0.6882354588607018,0.005507911936367471,0.1490821507153786,0.15717447848755214
211,0.05317575153642408,0.0016581234280773057,0.6967883385856033,0.24837778644989525
212,0.48792376660516507,0.020419106155938657,0.11405025360454872,0.3776068736343477
213,0.23444079044935218,0.017013706552983395,0.6736417510966721,0.07490375190099223
214,0.4964384832445443,0.022294234544928453,0.30940221573819526,0.17186506647233185
215,0.38951269202421573,0.5433485142995557,0.021897733925640983,0.045241059750587655
216,0.537319778682971,0.1275841054236639,0.1526757360825163,0.1824203798108489
217,0.10319398149359778,0.8376203600694533,0.051540795112026014,0.007644863324922824
218,0.5467064279250131,0.03740584997935893,0.2308453876174265,0.18504233447820143
219,0.6107381597762506,0.12506658951210778,0.19550693327774712,0.06868831743389466
220,0.8408639721627023,0.07406821830264922,0.05347432096509477,0.03159348856955372
221,0.39417421149888654,0.039911924460383594,0.09476115158426743,0.47115271245646256
222,0.38907574034306247,0.03721943140905069,0.21249662273123535,0.3612082055166515
223,0.5212954775808119,0.24512387654791704,0.1650064875142742,0.06857415835699687
224,0.6522787800016685,0.19982010027377695,0.11796323446754235,0.02993788525701216
225,0.7264808016058413,0.07500109487844843,0.11030678240628468,0.08821132110942567
226,0.6899083325535451,0.1126796156324502,0.11214330101378683,0.08526875080021774
227,0.43558687491436077,0.019114076474310862,0.2735762295680892,0.27172281904323914
228,0.33352491314598065,0.491640940002712,0.05534356904227499,0.11949057780903227
229,0.7644749086620208,0.07722703069591651,0.0722864223314115,0.08601163831065115
230,0.6066242785744066,0.15378803586694922,0.09601893126229456,0.14356875429634963
231,0.156115034812576,0.004764071048812267,0.7050518067366207,0.1340690874019912
232,0.6592589194402213,0.05026880341785122,0.09583607935727706,0.19463619778465044
233,0.8488432715941951,0.0532557431851384,0.03382872734037518,0.06407225788029121
234,0.18926255522142052,0.046672968805411316,0.49523047730530306,0.26883399866786517
235,0.634601619737406,0.03540897520926164,0.05972415477882464,0.2702652502745077
236,0.48513026951842597,0.03075321462626985,0.21760672392247793,0.2665097919328262
237,0.25410818483851033,0.0034012417697088177,0.06765566691830187,0.6748349064734791
238,0.46150670554197937,0.07445565549141477,0.11432276053209364,0.3497148784345124
239,0.49521974675931113,0.2907342475724862,0.10103518485751517,0.11301082081068747
240,0.5905993477527313,0.3225156697347142,0.04263566986844169,0.04424931264411289
241,0.20556644459096826,0.7303606923666975,0.04521104085662658,0.018861822185707717
242,0.2954461720433177,0.02850706594844281,0.4447961365155601,0.23125062549267947
243,0.21115149573087244,0.6891972747807764,0.07161392300944983,0.028037306478901288
244,0.48661663520241594,0.12622201427540636,0.3110062178724191,0.07615513264975864
245,0.25462783261744626,0.03889156809951697,0.12485424236298125,0.5816263569200556
246,0.5302427305293171,0.14072573415139325,0.16344336353330713,0.16558817178598242
247,0.5509590457200072,0.0729139217574196,0.22346698017290192,0.1526600523496713
248,0.4164974104326709,0.018713789179035017,0.09783117846169072,0.4669576219266033
249,0.16928175928239284,0.006324447190826522,0.6421739016864524,0.18221989184032836
250,0.242144181434553,0.016404555626149214,0.6027213213944396,0.13872994154485813
251,0.7704394826788419,0.04307539912606749,0.07955684607581952,0.10692827211927107
252,0.7327893487454072,0.10172117490279585,0.05267814817705468,0.1128113281747422
253,0.8598624530185656,0.03325940139430224,0.05932021721626933,0.047557928370862916
254,0.25626320608132475,0.03716546387012745,0.42279667866559584,0.28377465138295194
255,0.4037433591522398,0.555391169331487,0.026352462575190347,0.014513008941082765
256,0.32074143929431737,0.08350492635528194,0.44588502000044944,0.14986861434995133
257,0.6486583415130428,0.1032844720704437,0.17904263961617922,0.06901454680033432
258,0.31844192701704116,0.04537501185263193,0.5139918954983979,0.12219116563192906
259,0.5308900969311086,0.03313271205292683,0.1097371372527961,0.3262400537631686
260,0.2495996374986065,0.012698682908787716,0.18028167250198146,0.5574200070906243
261,0.15418616101729513,0.015851965019539463,0.6961574727821427,0.13380440118102277
262,0.02214823459595217,0.008624147344698798,0.9548654057863869,0.014362212272962098
263,0.3828729979534371,0.024502115964611628,0.4163889349452892,0.17623595113666224
264,0.5861486766265345,0.08583581888005357,0.2530901183440111,0.07492538614940093
265,0.27813393315151924,0.02430872842477092,0.5498232354728873,0.1477341029508227
266,0.12652746065971388,0.0072044081810805505,0.06260252455864922,0.8036656066005562
267,0.4788800822940445,0.05682778711677065,0.3479890217261865,0.11630310886299829
268,0.6800665331607334,0.030589567807524264,0.048923796869475844,0.24042010216226645
269,0.5068057608533972,0.30885710672983996,0.07322819842433656,0.11110893399242636
270,0.10832564904221303,0.0007371373637845002,0.10139744318609721,0.7895397704079052
271,0.2359229442612699,0.6427514912031707,0.04973562651422935,0.07158993802133005
272,0.4581717893026919,0.0667127764513905,0.18000335957968971,0.29511207466622796
273,0.6758096039656465,0.163454216744253,0.07159778787508154,0.08913839141501884
274,0.5203406212442067,0.08863060760223182,0.13887189730944938,0.2521568738441123
275,0.6911875961907629,0.021359523381156514,0.052212090399095155,0.23524079002898543
276,0.29630835518351967,0.6387114551697564,0.0551009522615549,0.009879237385168979
277,0.8662627913328788,0.050808327372855205,0.04094518162080378,0.0419836996734622
278,0.528125454288862,0.14081521599676114,0.21722124243057106,0.11383808728380586
279,0.6605400776567547,0.069546043008857,0.134168804364525,0.13574507496986327
280,0.19287463079298758,0.6916266077058747,0.052693751609515796,0.06280500989162208
281,0.4089010873562259,0.2025862222948249,0.18045372558482556,0.20805896476412358
282,0.5716396757363373,0.08178440819701284,0.20948300468701225,0.13709291137963767
283,0.3430319969211914,0.5418797703039389,0.05768323341902012,0.05740499935584973
284,0.6075014508539268,0.033541415516056765,0.0879421400242526,0.2710149936057637
285,0.56165153686189,0.05424662077980292,0.1786092776150676,0.20549256474323963
286,0.39083871040122,0.004734404202701323,0.09822978914193427,0.5061970962541444
287,0.5362912429054121,0.051864830977801375,0.30056004415965554,0.11128388195713103
288,0.9369951463610666,0.020476966465825055,0.017875635157214576,0.024652252015893474
289,0.2847028095607036,0.01793262339733512,0.5526239130510044,0.14474065399095698
290,0.4190992644846633,0.026219159928060457,0.14579261930268533,0.4088889562845909
291,0.47332311722843595,0.07515507646343576,0.17025317871776174,0.2812686275903665
292,0.7643621008319799,0.04972738653112884,0.10268225695809091,0.08322825567880036
293,0.49816920731083014,0.06939203869614913,0.3543308296142757,0.07810792437874503
294,0.1732648433571608,0.027585281005025525,0.6234361662895032,0.17571370934831052
295,0.06194480840932445,0.9235448391834613,0.006627882933934807,0.007882469473279528
296,0.4540246728469621,0.19953348200338158,0.23731146512272117,0.1091303800269352
297,0.6770783328194893,0.2551771124788604,0.04242563156798653,0.02531892313366373
298,0.7486405930907764,0.03482249177242438,0.13128703329081592,0.08524988184598332
299,0.4768288144472938,0.1793093439442723,0.20460731559229217,0.1392545260161417
300,0.5116888278641741,0.13181360322009597,0.2534450137589226,0.10305255515680732
301,0.29279384992508634,0.18875622816001786,0.4023025674776208,0.11614735443727511
302,0.33200724188309494,0.02943070042821939,0.20539987305477866,0.433162184633907
303,0.34731945777568746,0.003576089779066267,0.5325248335615879,0.11657961888365839
304,0.5041561315795161,0.0060348934478074885,0.2085471935438046,0.28126178142887165
305,0.5827413920567247,0.02470680488771409,0.1330030451469271,0.259548757908634
306,0.5138409289672318,0.006872725757876862,0.21156398296380666,0.2677223623110848
307,0.7553857663174056,0.10951665290477482,0.08226971954427972,0.05282786123353987
308,0.606307236253752,0.21679445468321396,0.07319543633567126,0.10370287272736267
309,0.42193532768106723,0.029031617627842402,0.3437860640695055,0.20524699062158483
310,0.8312922452956794,0.04760274732240118,0.07163945480151147,0.049465552580408
311,0.392015881459759,0.0434080652087072,0.35461290320940686,0.20996315012212682
312,0.6904799195329074,0.03227088802471933,0.11228519947806659,0.16496399296430667
313,0.4531958654749372,0.01964455596002221,0.0709722537894379,0.4561873247756028
314,0.08547450101180586,0.8917872701824141,0.009161209655686196,0.013577019150093909
315,0.3333911610796943,0.46371452842903194,0.07859268690941273,0.12430162358186105
316,0.5444651895495087,0.334548356503409,0.0567047940907639,0.06428165985631834
317,0.10155647527090715,0.8486419769293745,0.03041033121073187,0.01939121658898643
318,0.5980687168116186,0.09945294206013425,0.2068146818209538,0.09566365930729323
319,0.8477169556956669,0.06507730020732536,0.040679590032792735,0.04652615406421491
320,0.6565134120145963,0.11713125219407045,0.18704475933478312,0.03931057645655007
321,0.26533620066084984,0.008503460838019325,0.679160348482225,0.046999990018905896
322,0.32647147424379486,0.08066881630275669,0.38455816957420397,0.20830153987924435
323,0.4176296047409995,0.07027820839797487,0.3948438899174174,0.11724829694360826
324,0.4026605577063251,0.22013425615422144,0.2640578246046022,0.11314736153485135
325,0.5587236650457533,0.007660019934618975,0.19792144015940483,0.2356948748602228
326,0.054662208485386096,0.9269595503942575,0.008834875036790407,0.009543366083566058
327,0.6528735645385702,0.08824071006148383,0.152548108489472,0.10633761691047407
328,0.8949546563615939,0.01888094391523216,0.027579669871044682,0.05858472985212929
329,0.285896930627358,0.5960203746384156,0.0672281785307197,0.0508545162035066
330,0.6278998129516112,0.11200832019642723,0.14737104099128706,0.11272082586067451
331,0.10876361018236096,0.00289665524107413,0.05103756804558333,0.8373021665309817
332,0.4083634246786674,0.00922813646057958,0.0651549863349183,0.5172534525258348
